#comment:								
#pole shoe:	16.00							
#amp level:	0							
#avg samples:	15							
#avg loops:	5							
#left detec:	out of plane							
#I [A]	H [mT]	hallErr	avgDiff	errDiff	avgSum	errSum	Norm	errNorm
-6.40000	-282.73892	0.50225	0.00014	0.00013	-0.00589	0.00004	-0.04691	0.12313
-6.50000	-287.17509	0.44357	0.00038	0.00009	-0.00594	0.00005	-0.25038	0.18866
-6.60000	-292.30449	0.22354	0.00010	0.00005	-0.00589	0.00005	-0.05691	0.24257
-6.70000	-297.19095	0.50716	0.00042	0.00008	-0.00587	0.00006	-0.02449	0.23715
-6.80000	-301.41886	0.35233	0.00026	0.00008	-0.00589	0.00005	-0.05605	0.17562
-6.90000	-305.88064	0.31689	0.00026	0.00006	-0.00581	0.00002	0.20093	0.13601
-7.00000	-310.50631	0.32724	0.00024	0.00006	-0.00588	0.00006	-0.02459	0.16211
-7.00000	-311.34177	0.22438	0.00011	0.00000	-0.00593	0.00004	-0.18889	0.00000
right detec:	out of plane							
-7.00000	-313.33408	1.26208	0.77973	0.00000	1.34185	0.00011	0.29068	0.00000
-6.90000	-309.69484	2.48754	0.78086	0.00073	1.34169	0.00019	0.29114	0.00024
-6.80000	-305.86532	1.67040	0.77961	0.00140	1.34159	0.00012	0.29069	0.00051
-6.70000	-302.53429	1.69115	0.77997	0.00072	1.34162	0.00007	0.29082	0.00026
-6.60000	-298.85321	1.58804	0.77917	0.00126	1.34175	0.00010	0.29050	0.00046
-6.50000	-295.88510	1.53210	0.77907	0.00125	1.34170	0.00012	0.29047	0.00046
-6.40000	-291.81451	1.52212	0.77924	0.00158	1.34173	0.00011	0.29052	0.00058
-6.30000	-287.44630	1.64710	0.77955	0.00145	1.34166	0.00008	0.29066	0.00054
-6.20000	-284.93512	1.26906	0.77951	0.00166	1.34157	0.00006	0.29066	0.00061
-6.10000	-279.92356	1.21279	0.77870	0.00115	1.34169	0.00004	0.29033	0.00042
-6.00000	-275.36247	1.32446	0.77677	0.00083	1.34182	0.00012	0.28959	0.00031
-5.90000	-271.52531	1.32077	0.77770	0.00131	1.34176	0.00004	0.28994	0.00048
-5.80000	-268.23499	1.69509	0.77726	0.00142	1.34184	0.00013	0.28977	0.00052
-5.70000	-263.82226	1.20482	0.77849	0.00082	1.34166	0.00009	0.29026	0.00030
-5.60000	-259.89729	1.23900	0.77789	0.00147	1.34168	0.00009	0.29003	0.00054
-5.50000	-254.98103	1.38410	0.77720	0.00104	1.34159	0.00011	0.28979	0.00038
-5.40000	-251.20675	1.23031	0.77704	0.00089	1.34175	0.00010	0.28970	0.00033
-5.30000	-247.86558	1.39861	0.77704	0.00093	1.34172	0.00008	0.28971	0.00033
-5.20000	-243.42813	0.90041	0.77712	0.00113	1.34167	0.00009	0.28975	0.00042
-5.10000	-238.65129	1.30500	0.77835	0.00064	1.34169	0.00011	0.29020	0.00025
-5.00000	-234.50672	1.03641	0.77767	0.00115	1.34162	0.00010	0.28997	0.00045
-4.90000	-230.30073	0.94422	0.77795	0.00158	1.34174	0.00007	0.29004	0.00059
-4.80000	-226.13620	1.11725	0.77797	0.00166	1.34158	0.00010	0.29009	0.00061
-4.70000	-221.81177	1.30902	0.77730	0.00145	1.34154	0.00011	0.28984	0.00052
-4.60000	-218.39327	1.06439	0.77768	0.00078	1.34157	0.00009	0.28998	0.00029
-4.50000	-213.39884	0.94990	0.77833	0.00103	1.34177	0.00016	0.29018	0.00038
-4.40000	-209.36070	1.11621	0.77748	0.00095	1.34158	0.00007	0.28990	0.00035
-4.30000	-205.23708	1.00181	0.77685	0.00145	1.34166	0.00007	0.28965	0.00053
-4.20000	-201.15053	1.46864	0.77693	0.00113	1.34163	0.00007	0.28969	0.00042
-4.10000	-196.14235	0.71288	0.77605	0.00119	1.34174	0.00013	0.28934	0.00044
-4.00000	-191.94603	0.60476	0.77866	0.00179	1.34177	0.00008	0.29030	0.00066
-3.90000	-187.44095	1.11966	0.77743	0.00101	1.34173	0.00010	0.28985	0.00038
-3.80000	-182.99482	0.77311	0.77590	0.00143	1.34158	0.00010	0.28931	0.00052
-3.70000	-178.42377	0.85073	0.77632	0.00134	1.34161	0.00018	0.28947	0.00049
-3.60000	-174.40422	1.01797	0.77577	0.00211	1.34147	0.00010	0.28929	0.00079
-3.50000	-170.09119	0.99725	0.77560	0.00166	1.34161	0.00012	0.28920	0.00062
-3.40000	-165.49991	0.94242	0.77514	0.00134	1.34158	0.00005	0.28903	0.00049
-3.30000	-160.39397	0.77561	0.77729	0.00170	1.34162	0.00007	0.28982	0.00063
-3.20000	-156.27973	0.81627	0.77688	0.00182	1.34180	0.00007	0.28963	0.00066
-3.10000	-151.83689	0.58732	0.77594	0.00155	1.34166	0.00011	0.28931	0.00058
-3.00000	-147.47054	0.65736	0.77702	0.00175	1.34165	0.00014	0.28972	0.00063
-2.90000	-143.05363	0.95859	0.77574	0.00214	1.34169	0.00007	0.28923	0.00079
-2.80000	-138.04536	0.75681	0.77560	0.00154	1.34148	0.00012	0.28923	0.00055
-2.70000	-134.34864	1.02382	0.77637	0.00138	1.34158	0.00011	0.28949	0.00051
-2.60000	-129.06842	0.68985	0.77546	0.00167	1.34159	0.00012	0.28915	0.00063
-2.50000	-124.89619	0.89424	0.77566	0.00172	1.34158	0.00008	0.28922	0.00065
-2.40000	-120.17406	0.83988	0.77687	0.00166	1.34158	0.00009	0.28968	0.00061
-2.30000	-114.93047	0.80174	0.77619	0.00134	1.34157	0.00007	0.28943	0.00050
-2.20000	-111.74566	0.44809	0.77568	0.00166	1.34157	0.00005	0.28924	0.00063
-2.10000	-107.10188	0.75552	0.77546	0.00184	1.34164	0.00010	0.28914	0.00069
-2.00000	-102.01110	0.66522	0.77590	0.00123	1.34153	0.00004	0.28933	0.00046
-2.00000	-101.52917	0.73114	0.77517	0.00148	1.34170	0.00010	0.28902	0.00055
-1.95000	-100.18193	0.67471	0.77540	0.00140	1.34179	0.00008	0.28908	0.00053
-1.90000	-96.83903	0.75772	0.77490	0.00091	1.34162	0.00011	0.28894	0.00033
-1.85000	-95.31870	0.67709	0.77417	0.00217	1.34166	0.00009	0.28865	0.00081
-1.80000	-93.13674	0.68083	0.77443	0.00148	1.34171	0.00007	0.28874	0.00055
-1.75000	-90.61735	0.91664	0.77450	0.00151	1.34162	0.00006	0.28879	0.00055
-1.70000	-88.54926	0.79873	0.77533	0.00164	1.34152	0.00007	0.28912	0.00063
-1.65000	-85.63544	0.59426	0.77388	0.00137	1.34157	0.00006	0.28856	0.00051
-1.60000	-83.45112	0.48052	0.77546	0.00094	1.34164	0.00006	0.28914	0.00034
-1.55000	-81.26677	0.59428	0.77565	0.00104	1.34147	0.00010	0.28924	0.00040
-1.50000	-79.19188	0.84482	0.77477	0.00211	1.34171	0.00014	0.28887	0.00078
-1.40000	-74.65428	0.75949	0.55421	0.00708	1.34140	0.00006	0.20672	0.00263
-1.30000	-70.83521	0.66815	0.49447	0.00695	1.34130	0.00010	0.18447	0.00258
-1.20000	-65.42958	0.75995	0.44788	0.00619	1.34128	0.00019	0.16710	0.00230
-1.10000	-60.84105	0.58665	0.41043	0.00575	1.34134	0.00012	0.15314	0.00213
-1.00000	-57.01716	0.73688	0.37151	0.00598	1.34134	0.00015	0.13863	0.00223
-0.90000	-51.28657	0.89024	0.33763	0.00570	1.34119	0.00011	0.12601	0.00211
-0.80000	-47.29584	0.32118	0.30405	0.00479	1.34119	0.00007	0.11349	0.00177
-0.70000	-42.43049	0.87678	0.27192	0.00456	1.34130	0.00014	0.10151	0.00169
-0.60000	-38.31012	0.73590	0.24208	0.00434	1.34125	0.00008	0.09039	0.00160
-0.50000	-33.29761	0.45224	0.21392	0.00432	1.34119	0.00021	0.07990	0.00160
-0.40000	-28.91612	0.84973	0.18469	0.00440	1.34107	0.00008	0.06900	0.00163
-0.30000	-24.07854	0.45436	0.15656	0.00379	1.34112	0.00006	0.05851	0.00140
-0.20000	-19.49285	0.88739	0.12884	0.00424	1.34103	0.00010	0.04818	0.00157
-0.10000	-15.25335	0.76374	0.10133	0.00458	1.34114	0.00016	0.03792	0.00169
0.00000	-9.49452	0.86968	0.07605	0.00453	1.34099	0.00011	0.02850	0.00168
0.10000	-5.09463	0.65622	0.05000	0.00445	1.34102	0.00008	0.01878	0.00165
0.20000	-1.23611	0.71124	0.02362	0.00405	1.34090	0.00011	0.00895	0.00150
0.30000	3.30880	0.88972	-0.00202	0.00355	1.34091	0.00007	-0.00061	0.00131
0.40000	8.24848	0.52151	-0.02772	0.00410	1.34092	0.00010	-0.01019	0.00151
0.50000	12.75206	0.79136	-0.05264	0.00378	1.34091	0.00014	-0.01949	0.00139
0.60000	17.72725	0.67753	-0.07850	0.00408	1.34081	0.00013	-0.02913	0.00150
0.70000	21.91103	0.48357	-0.10349	0.00395	1.34096	0.00012	-0.03845	0.00145
0.80000	27.45239	0.81221	-0.13003	0.00367	1.34088	0.00009	-0.04835	0.00135
0.90000	31.50710	0.63203	-0.15425	0.00347	1.34078	0.00013	-0.05738	0.00128
1.00000	36.71549	0.51634	-0.17976	0.00412	1.34092	0.00014	-0.06689	0.00152
1.10000	40.79029	1.02428	-0.20310	0.00361	1.34088	0.00009	-0.07559	0.00132
1.20000	46.08687	0.68722	-0.22786	0.00336	1.34086	0.00010	-0.08482	0.00123
1.30000	50.29793	0.93282	-0.25188	0.00358	1.34094	0.00017	-0.09378	0.00131
1.40000	54.16486	0.56656	-0.27802	0.00322	1.34082	0.00014	-0.10353	0.00118
1.50000	58.52094	0.41008	-0.30215	0.00275	1.34080	0.00012	-0.11253	0.00101
1.60000	63.94550	0.93235	-0.32785	0.00299	1.34062	0.00005	-0.12214	0.00110
1.70000	68.10898	0.62904	-0.35410	0.00297	1.34069	0.00005	-0.13192	0.00109
1.80000	72.99208	0.55098	-0.38072	0.00315	1.34073	0.00015	-0.14184	0.00114
1.90000	77.86667	0.74535	-0.40856	0.00353	1.34057	0.00012	-0.15224	0.00129
2.00000	82.39915	0.62962	-0.43473	0.00328	1.34059	0.00008	-0.16200	0.00121
2.10000	87.21924	0.30651	-0.46708	0.00420	1.34074	0.00021	-0.17404	0.00153
2.20000	91.72359	0.69247	-0.50213	0.00451	1.34053	0.00009	-0.18715	0.00165
2.30000	96.54625	0.81517	-0.54423	0.00485	1.34056	0.00012	-0.20284	0.00178
2.40000	101.43275	0.40503	-0.58769	0.00491	1.34047	0.00013	-0.21907	0.00180
2.50000	105.55581	0.65707	-0.63344	0.00511	1.34059	0.00011	-0.23611	0.00188
2.60000	109.71637	0.57632	-0.67888	0.00441	1.34041	0.00014	-0.25309	0.00161
2.70000	115.01811	0.60462	-0.71161	0.00269	1.34045	0.00016	-0.26529	0.00097
2.80000	119.95147	0.52533	-0.72972	0.00213	1.34031	0.00007	-0.27208	0.00077
2.90000	124.88059	0.49377	-0.74312	0.00226	1.34038	0.00014	-0.27706	0.00080
3.00000	128.68842	0.57320	-0.75435	0.00188	1.34049	0.00019	-0.28123	0.00068
3.10000	133.45332	0.40290	-0.76635	0.00123	1.34032	0.00015	-0.28574	0.00044
3.20000	138.35451	0.66012	-0.77354	0.00101	1.34018	0.00014	-0.28845	0.00033
3.30000	142.09911	0.75364	-0.77562	0.00091	1.34027	0.00011	-0.28921	0.00030
3.40000	147.15651	0.74735	-0.77685	0.00131	1.34024	0.00012	-0.28967	0.00045
3.50000	151.68069	0.53490	-0.77766	0.00093	1.34040	0.00023	-0.28994	0.00029
3.60000	156.96897	0.28699	-0.77704	0.00065	1.34025	0.00010	-0.28974	0.00021
3.70000	161.40131	0.31991	-0.77719	0.00132	1.34038	0.00021	-0.28977	0.00045
3.80000	166.06874	0.68462	-0.77823	0.00179	1.34033	0.00009	-0.29017	0.00064
3.90000	170.89001	0.55098	-0.77813	0.00149	1.34034	0.00017	-0.29013	0.00051
4.00000	174.94743	0.61158	-0.77643	0.00128	1.34018	0.00020	-0.28953	0.00042
4.10000	180.10941	0.52987	-0.77802	0.00109	1.34031	0.00018	-0.29009	0.00036
4.20000	184.62825	0.29629	-0.77791	0.00130	1.34033	0.00015	-0.29005	0.00046
4.30000	188.77399	0.54292	-0.77782	0.00101	1.34034	0.00014	-0.29002	0.00034
4.40000	193.41172	0.31466	-0.77708	0.00070	1.34026	0.00017	-0.28976	0.00026
4.50000	198.33295	0.78599	-0.77888	0.00112	1.34030	0.00015	-0.29042	0.00038
4.60000	203.37299	0.34167	-0.77966	0.00112	1.34038	0.00014	-0.29069	0.00038
4.70000	208.24628	0.39595	-0.77814	0.00074	1.34031	0.00012	-0.29014	0.00023
4.80000	211.95356	0.47129	-0.77991	0.00110	1.34032	0.00007	-0.29080	0.00038
4.90000	216.32426	0.43443	-0.77897	0.00136	1.34035	0.00016	-0.29044	0.00046
5.00000	221.28598	0.25485	-0.77881	0.00119	1.34034	0.00017	-0.29038	0.00040
5.10000	225.37150	0.47363	-0.77928	0.00130	1.34031	0.00019	-0.29057	0.00043
5.20000	230.08535	0.73102	-0.77968	0.00075	1.34041	0.00013	-0.29069	0.00025
5.30000	235.00152	0.22076	-0.77974	0.00097	1.34038	0.00012	-0.29072	0.00035
5.40000	239.57300	0.40835	-0.77965	0.00112	1.34045	0.00014	-0.29067	0.00039
5.50000	244.38188	0.31605	-0.77825	0.00156	1.34033	0.00014	-0.29018	0.00056
5.60000	248.34296	0.37441	-0.77979	0.00160	1.34041	0.00011	-0.29073	0.00057
5.70000	252.99624	0.23461	-0.77943	0.00156	1.34036	0.00012	-0.29061	0.00057
5.80000	258.07594	0.59501	-0.77898	0.00160	1.34030	0.00014	-0.29046	0.00055
5.90000	261.44865	0.42506	-0.77980	0.00180	1.34032	0.00013	-0.29076	0.00063
6.00000	266.95935	0.26124	-0.77965	0.00224	1.34046	0.00022	-0.29067	0.00080
6.10000	271.23984	0.47388	-0.77971	0.00211	1.34038	0.00018	-0.29071	0.00074
6.20000	275.50502	0.28215	-0.77978	0.00244	1.34033	0.00014	-0.29075	0.00088
6.30000	280.28907	0.49471	-0.77993	0.00161	1.34041	0.00014	-0.29079	0.00058
6.40000	284.83810	0.39083	-0.78047	0.00160	1.34039	0.00015	-0.29099	0.00057
6.50000	289.94775	0.42231	-0.78018	0.00154	1.34029	0.00014	-0.29090	0.00056
6.60000	293.47736	0.29093	-0.78086	0.00169	1.34039	0.00016	-0.29113	0.00059
6.70000	298.79399	0.21187	-0.78008	0.00151	1.34032	0.00018	-0.29086	0.00052
6.80000	303.55257	0.21778	-0.77988	0.00130	1.34029	0.00014	-0.29079	0.00045
6.90000	307.54421	0.08608	-0.78072	0.00198	1.34023	0.00017	-0.29112	0.00069
7.00000	312.72742	0.29431	-0.78057	0.00171	1.34026	0.00012	-0.29106	0.00061
7.00000	313.33408	0.36062	-0.78059	0.00169	1.34038	0.00013	-0.29104	0.00059
7.00000	313.23956	0.27695	-0.77979	0.00160	1.34035	0.00013	-0.29074	0.00055
6.90000	309.00810	0.18972	-0.78010	0.00144	1.34041	0.00022	-0.29085	0.00048
6.80000	305.75059	0.57017	-0.78085	0.00138	1.34037	0.00015	-0.29114	0.00048
6.70000	303.36575	0.25107	-0.77978	0.00166	1.34029	0.00020	-0.29075	0.00058
6.60000	298.93027	0.63035	-0.78058	0.00151	1.34034	0.00017	-0.29104	0.00051
6.50000	295.18727	0.32647	-0.77997	0.00122	1.34045	0.00013	-0.29079	0.00041
6.40000	291.60488	0.30773	-0.78037	0.00160	1.34048	0.00017	-0.29093	0.00055
6.30000	287.33465	0.47447	-0.77892	0.00188	1.34046	0.00013	-0.29040	0.00066
6.20000	283.86013	0.28844	-0.78000	0.00195	1.34037	0.00016	-0.29082	0.00068
6.10000	279.43419	0.39286	-0.77931	0.00196	1.34040	0.00019	-0.29055	0.00068
6.00000	275.89400	0.65343	-0.77832	0.00189	1.34038	0.00016	-0.29019	0.00066
5.90000	271.75619	0.29166	-0.77823	0.00188	1.34029	0.00016	-0.29017	0.00065
5.80000	268.10635	0.40685	-0.77711	0.00187	1.34034	0.00018	-0.28975	0.00064
5.70000	264.07651	0.32728	-0.77882	0.00192	1.34033	0.00017	-0.29039	0.00066
5.60000	259.23604	0.27151	-0.77763	0.00200	1.34042	0.00015	-0.28992	0.00069
5.50000	255.57120	0.35633	-0.77717	0.00255	1.34041	0.00018	-0.28975	0.00091
5.40000	252.39423	0.26876	-0.77702	0.00279	1.34037	0.00024	-0.28970	0.00097
5.30000	247.71901	0.11406	-0.77782	0.00202	1.34037	0.00020	-0.29000	0.00070
5.20000	243.45921	0.28791	-0.77658	0.00215	1.34043	0.00025	-0.28953	0.00073
5.10000	239.12704	0.63557	-0.77660	0.00232	1.34036	0.00023	-0.28955	0.00080
5.00000	235.60560	0.31143	-0.77747	0.00196	1.34038	0.00021	-0.28987	0.00067
4.90000	231.11996	0.30883	-0.77680	0.00256	1.34054	0.00027	-0.28959	0.00088
4.80000	227.03651	0.64786	-0.77653	0.00208	1.34039	0.00021	-0.28952	0.00071
4.70000	223.56157	0.33025	-0.77619	0.00217	1.34034	0.00020	-0.28940	0.00075
4.60000	218.15165	0.21075	-0.77648	0.00226	1.34039	0.00022	-0.28950	0.00079
4.50000	214.24652	0.26412	-0.77503	0.00282	1.34046	0.00023	-0.28894	0.00100
4.40000	209.83197	0.50156	-0.77548	0.00165	1.34019	0.00023	-0.28917	0.00055
4.30000	205.58446	0.27611	-0.77696	0.00254	1.34040	0.00023	-0.28968	0.00088
4.20000	201.79396	0.39521	-0.77474	0.00205	1.34040	0.00015	-0.28885	0.00073
4.10000	196.70568	0.39525	-0.77511	0.00217	1.34035	0.00020	-0.28900	0.00075
4.00000	192.71339	0.23602	-0.77591	0.00186	1.34046	0.00020	-0.28927	0.00063
3.90000	188.94089	0.58234	-0.77389	0.00190	1.34047	0.00022	-0.28851	0.00065
3.80000	183.53035	0.42544	-0.77624	0.00243	1.34046	0.00028	-0.28939	0.00083
3.70000	179.39363	0.62633	-0.77535	0.00213	1.34027	0.00030	-0.28910	0.00072
3.60000	174.96060	0.42595	-0.77512	0.00206	1.34043	0.00019	-0.28898	0.00071
3.50000	170.84609	0.21383	-0.77527	0.00281	1.34037	0.00022	-0.28905	0.00099
3.40000	166.74929	0.28627	-0.77585	0.00262	1.34042	0.00023	-0.28925	0.00091
3.30000	161.79209	0.15240	-0.77616	0.00258	1.34046	0.00026	-0.28936	0.00089
3.20000	157.48046	0.65020	-0.77566	0.00211	1.34042	0.00024	-0.28919	0.00072
3.10000	153.21730	0.30882	-0.77749	0.00251	1.34047	0.00024	-0.28986	0.00087
3.00000	148.92355	0.37594	-0.77497	0.00212	1.34043	0.00025	-0.28893	0.00073
2.90000	144.00656	0.14350	-0.77409	0.00277	1.34032	0.00023	-0.28862	0.00098
2.80000	140.25533	0.47663	-0.77434	0.00268	1.34030	0.00020	-0.28872	0.00096
2.70000	135.92037	0.21934	-0.77354	0.00261	1.34035	0.00018	-0.28841	0.00092
2.60000	131.01927	0.41851	-0.77427	0.00271	1.34030	0.00023	-0.28869	0.00095
2.50000	126.71316	0.31112	-0.77295	0.00291	1.34040	0.00024	-0.28818	0.00102
2.40000	121.85197	0.27067	-0.77288	0.00226	1.34048	0.00024	-0.28814	0.00077
2.30000	117.46941	0.19000	-0.77334	0.00238	1.34055	0.00022	-0.28829	0.00082
2.20000	113.13743	0.40599	-0.77345	0.00204	1.34029	0.00018	-0.28839	0.00071
2.10000	109.15680	0.30155	-0.77289	0.00199	1.34030	0.00024	-0.28818	0.00068
2.00000	104.10975	0.33239	-0.77316	0.00202	1.34037	0.00021	-0.28826	0.00069
2.00000	103.18818	0.37708	-0.77315	0.00242	1.34052	0.00021	-0.28823	0.00084
1.90000	99.87707	0.32510	-0.77348	0.00208	1.34045	0.00017	-0.28837	0.00073
1.80000	95.15077	0.52652	-0.77166	0.00220	1.34051	0.00021	-0.28767	0.00076
1.70000	90.24261	0.51816	-0.77273	0.00164	1.34053	0.00034	-0.28807	0.00057
1.60000	86.42504	0.36442	-0.77236	0.00243	1.34057	0.00029	-0.28792	0.00083
1.50000	81.26710	0.25991	-0.63928	0.02961	1.34051	0.00026	-0.23830	0.01109
1.40000	77.29190	0.24618	-0.52818	0.00196	1.34048	0.00022	-0.19686	0.00069
1.30000	71.76361	0.47398	-0.47546	0.00179	1.34058	0.00017	-0.17718	0.00064
1.20000	67.89178	0.36994	-0.43366	0.00278	1.34076	0.00027	-0.16157	0.00099
1.10000	63.41904	0.29473	-0.39689	0.00206	1.34092	0.00021	-0.14784	0.00073
1.00000	58.44856	0.48392	-0.35995	0.00236	1.34073	0.00022	-0.13408	0.00085
0.90000	54.15822	0.41320	-0.32566	0.00183	1.34074	0.00021	-0.12130	0.00065
0.80000	50.03252	0.33713	-0.29151	0.00133	1.34070	0.00017	-0.10856	0.00047
0.70000	44.24893	0.49627	-0.26054	0.00241	1.34072	0.00026	-0.09701	0.00087
0.60000	40.29901	0.26608	-0.23121	0.00229	1.34087	0.00025	-0.08606	0.00082
0.50000	35.20889	0.23184	-0.20256	0.00185	1.34084	0.00022	-0.07538	0.00066
0.40000	31.69568	0.39118	-0.17417	0.00200	1.34082	0.00025	-0.06480	0.00072
0.30000	26.63001	0.68730	-0.14720	0.00191	1.34080	0.00027	-0.05474	0.00068
0.20000	22.37592	0.38568	-0.12063	0.00165	1.34103	0.00024	-0.04482	0.00060
0.10000	17.50799	0.41000	-0.09337	0.00134	1.34095	0.00020	-0.03466	0.00048
-0.00000	13.51730	0.40297	-0.06822	0.00110	1.34119	0.00024	-0.02528	0.00039
-0.10000	7.85821	0.32220	-0.03979	0.00065	1.34116	0.00032	-0.01468	0.00024
-0.20000	2.27614	0.36372	-0.01527	0.00141	1.34107	0.00021	-0.00554	0.00050
-0.30000	-0.57400	0.29168	0.01051	0.00130	1.34116	0.00027	0.00407	0.00047
-0.40000	-6.03512	0.78982	0.03435	0.00100	1.34134	0.00023	0.01296	0.00035
-0.50000	-10.59279	0.48806	0.06055	0.00139	1.34118	0.00023	0.02273	0.00049
-0.60000	-15.83207	0.43698	0.08455	0.00102	1.34112	0.00023	0.03168	0.00035
-0.70000	-19.09389	0.22464	0.11077	0.00144	1.34115	0.00022	0.04145	0.00052
-0.80000	-24.41612	0.42716	0.13493	0.00119	1.34114	0.00022	0.05046	0.00042
-0.90000	-29.14407	0.80067	0.15959	0.00126	1.34124	0.00023	0.05965	0.00045
-1.00000	-34.00774	0.46118	0.18445	0.00166	1.34126	0.00025	0.06891	0.00060
-1.10000	-38.53587	0.67802	0.21010	0.00145	1.34115	0.00026	0.07848	0.00052
-1.20000	-43.27207	0.41703	0.23398	0.00124	1.34143	0.00023	0.08737	0.00044
-1.30000	-48.32147	0.42074	0.25793	0.00141	1.34134	0.00018	0.09630	0.00051
-1.40000	-52.55765	0.59654	0.28279	0.00134	1.34130	0.00021	0.10557	0.00048
-1.50000	-56.54385	0.46925	0.30889	0.00092	1.34147	0.00018	0.11529	0.00033
-1.60000	-61.75267	0.34881	0.33484	0.00076	1.34155	0.00028	0.12495	0.00026
-1.70000	-66.23378	0.09785	0.36082	0.00122	1.34126	0.00013	0.13466	0.00043
-1.80000	-71.25590	0.21648	0.38714	0.00150	1.34145	0.00023	0.14445	0.00055
-1.90000	-75.00051	0.19961	0.41471	0.00138	1.34160	0.00024	0.15472	0.00051
-2.00000	-80.74751	0.30519	0.44471	0.00164	1.34162	0.00027	0.16589	0.00060
-2.10000	-85.09210	0.35708	0.47788	0.00093	1.34166	0.00027	0.17825	0.00033
-2.20000	-89.41243	0.49994	0.51384	0.00211	1.34156	0.00021	0.19166	0.00077
-2.30000	-93.99989	0.28469	0.55579	0.00162	1.34144	0.00020	0.20732	0.00059
-2.40000	-98.24326	0.24457	0.59950	0.00142	1.34147	0.00018	0.22360	0.00053
-2.50000	-103.24001	0.18144	0.64783	0.00094	1.34174	0.00016	0.24157	0.00034
-2.60000	-107.45896	0.20147	0.69053	0.00082	1.34161	0.00022	0.25751	0.00029
-2.70000	-112.28233	0.22715	0.71939	0.00171	1.34160	0.00023	0.26827	0.00062
-2.80000	-117.67715	0.38177	0.73602	0.00155	1.34172	0.00013	0.27444	0.00056
-2.90000	-122.08397	0.27161	0.74935	0.00116	1.34182	0.00015	0.27939	0.00042
-3.00000	-126.36360	0.26658	0.76126	0.00141	1.34172	0.00014	0.28385	0.00053
-3.10000	-131.14459	0.47772	0.76991	0.00128	1.34185	0.00017	0.28704	0.00046
-3.20000	-135.53564	0.15231	0.77462	0.00158	1.34163	0.00023	0.28884	0.00058
-3.30000	-140.21992	0.61459	0.77625	0.00096	1.34181	0.00018	0.28941	0.00034
-3.40000	-144.63254	0.40930	0.77650	0.00102	1.34175	0.00019	0.28952	0.00037
-3.50000	-149.29680	0.24600	0.77604	0.00067	1.34180	0.00021	0.28934	0.00023
-3.60000	-154.28715	0.33092	0.77745	0.00071	1.34179	0.00018	0.28987	0.00026
-3.70000	-159.94294	0.26446	0.77666	0.00061	1.34175	0.00018	0.28958	0.00021
-3.80000	-164.02643	0.15190	0.77774	0.00061	1.34185	0.00016	0.28996	0.00023
-3.90000	-168.66590	0.51976	0.77668	0.00047	1.34184	0.00022	0.28957	0.00018
-4.00000	-173.20665	0.67308	0.77713	0.00067	1.34171	0.00019	0.28976	0.00027
-4.10000	-177.99029	0.33078	0.77718	0.00186	1.34181	0.00019	0.28976	0.00069
-4.20000	-181.86744	0.21096	0.77774	0.00060	1.34171	0.00021	0.28999	0.00021
-4.30000	-186.90682	0.45977	0.77643	0.00083	1.34190	0.00016	0.28946	0.00031
-4.40000	-191.65930	0.50924	0.77784	0.00132	1.34178	0.00020	0.29002	0.00051
-4.50000	-195.89061	0.32721	0.77759	0.00060	1.34184	0.00015	0.28991	0.00021
-4.60000	-199.93357	0.31700	0.77760	0.00093	1.34178	0.00017	0.28993	0.00033
-4.70000	-205.67049	0.52333	0.77735	0.00089	1.34174	0.00014	0.28984	0.00031
-4.80000	-209.22943	0.26597	0.77775	0.00087	1.34171	0.00019	0.29000	0.00030
-4.90000	-214.34216	0.56671	0.77768	0.00067	1.34167	0.00022	0.28998	0.00024
-5.00000	-218.81566	0.57781	0.77815	0.00066	1.34182	0.00016	0.29012	0.00025
-5.10000	-223.60199	0.40551	0.77781	0.00058	1.34184	0.00023	0.28999	0.00020
-5.20000	-228.79954	0.53992	0.77742	0.00080	1.34171	0.00017	0.28987	0.00026
-5.30000	-233.22438	0.31248	0.77790	0.00075	1.34178	0.00016	0.29004	0.00026
-5.40000	-237.25958	0.10817	0.77953	0.00263	1.34190	0.00021	0.29062	0.00100
-5.50000	-242.22025	0.36624	0.77946	0.00113	1.34184	0.00016	0.29061	0.00043
-5.60000	-246.59432	0.19936	0.77894	0.00093	1.34185	0.00021	0.29041	0.00033
-5.70000	-251.70563	0.54296	0.77910	0.00077	1.34164	0.00025	0.29051	0.00029
-5.80000	-256.26096	0.66405	0.77848	0.00106	1.34172	0.00021	0.29026	0.00039
-5.90000	-259.51004	0.58558	0.78016	0.00137	1.34171	0.00023	0.29089	0.00052
-6.00000	-265.45657	0.35475	0.77979	0.00086	1.34175	0.00032	0.29075	0.00028
-6.10000	-269.49955	0.16244	0.77980	0.00080	1.34171	0.00020	0.29076	0.00028
-6.20000	-273.38050	0.19140	0.77873	0.00048	1.34191	0.00019	0.29032	0.00016
-6.30000	-278.37697	0.38140	0.77841	0.00123	1.34175	0.00017	0.29023	0.00046
-6.40000	-282.73892	0.50225	0.77832	0.00085	1.34179	0.00022	0.29019	0.00032
-6.50000	-287.17509	0.44357	0.77915	0.00063	1.34179	0.00021	0.29050	0.00023
-6.60000	-292.30449	0.22354	0.77917	0.00088	1.34177	0.00019	0.29051	0.00032
-6.70000	-297.19095	0.50716	0.77996	0.00101	1.34176	0.00025	0.29081	0.00037
