# saved on 06.03.2022 by lrlunin
#  exported data from ptb bessy evaluation on 08102020
# fit exported with good x finess, check 5. Re-function fit.ipynb for source fit function and coefficients
#  photon energy [eV], fit response [ADU/photon],  fit -> quantum efficiency [%]
5.712779060816012588e+02,4.175070173349210023e+01,4.828050062456370473e-01
5.727174749807544458e+02,4.205838311856106060e+01,4.851405225358806361e-01
5.741570438799076328e+02,4.236772272592590838e+01,4.874834067895961187e-01
5.755966127790608198e+02,4.267191820490848642e+01,4.897555315637921458e-01
5.770361816782140068e+02,4.297941590124993638e+01,4.920541252737876126e-01
5.784757505773671937e+02,4.329025701785541713e+01,4.943794608530251433e-01
5.799153194765203807e+02,4.359597259590237428e+01,4.966348628037126622e-01
5.813548883756735677e+02,4.390335885074026123e+01,4.988980797844722037e-01
5.827944572748267547e+02,4.421401733375135024e+01,5.011872082405015583e-01
5.842340261739799416e+02,4.452290034037371669e+01,5.034449794537506628e-01
5.856735950731331286e+02,4.482964592613174659e+01,5.056675420038583280e-01
5.871131639722863156e+02,4.513958486631148048e+01,5.079151372981891566e-01
5.885527328714396162e+02,4.545170844478446526e+01,5.101762592372899308e-01
5.899923017705928032e+02,4.575796210105940531e+01,5.123606203584327723e-01
5.914318706697459902e+02,4.606733555215718923e+01,5.145691957432879660e-01
5.928714395688991772e+02,4.637986546909042573e+01,5.168022176239940313e-01
5.943110084680523642e+02,4.668835406310402192e+01,5.189794990053591128e-01
5.957505773672055511e+02,4.699668668031260665e+01,5.211445284206529527e-01
5.971901462663587381e+02,4.730809432672095483e+01,5.233331366120558270e-01
5.986297151655119251e+02,4.761998525639150870e+01,5.255165519247326777e-01
6.000692840646651121e+02,4.792706739620368239e+01,5.276365504745806900e-01
6.015088529638182990e+02,4.823714202666001682e+01,5.297792675462038581e-01
6.029484218629714860e+02,4.855024290018862843e+01,5.319449102262304718e-01
6.043879907621246730e+02,4.885826936640494722e+01,5.340447706286892693e-01
6.058275596612778600e+02,4.916695480929131179e+01,5.361418374660426034e-01
6.072671285604310469e+02,4.947858399816476549e+01,5.382609858474306508e-01
6.087066974595842339e+02,4.979027808707098757e+01,5.403708151692723227e-01
6.101462663587375346e+02,5.009750297158586818e+01,5.424222991391551840e-01
6.115858352578907216e+02,5.040759049318393892e+01,5.444950471871875530e-01
6.130254041570439085e+02,5.072057163185197481e+01,5.465892433651438065e-01
6.144649730561970955e+02,5.102878439315512082e+01,5.486223610379867832e-01
6.159045419553502825e+02,5.133731550486314887e+01,5.506493892580940352e-01
6.173441108545034695e+02,5.164865989053934925e+01,5.526970690319453761e-01
6.187836797536566564e+02,5.196089002974496651e+01,5.547446776379975075e-01
6.202232486528098434e+02,5.226800415630754770e+01,5.567282882598327820e-01
6.216628175519630304e+02,5.257785597795214017e+01,5.587318048926053216e-01
6.231023864511162174e+02,5.289047394760931553e+01,5.607553912319273026e-01
6.245419553502694043e+02,5.320016613874543765e+01,5.627387006510921053e-01
6.259815242494225913e+02,5.350893298301282641e+01,5.647031224527097049e-01
6.274210931485757783e+02,5.382039789571401656e+01,5.666869383908084146e-01
6.288606620477289653e+02,5.413458841129465782e+01,5.686903045286020308e-01
6.303002309468822659e+02,5.444408934880691220e+01,5.706353674647621776e-01
6.317397998460354529e+02,5.475621715961678149e+01,5.725990356777228563e-01
6.331793687451886399e+02,5.507103221872661436e+01,5.745818121876653528e-01
6.346189376443418269e+02,5.538553017285158120e+01,5.765522922420325269e-01
6.360585065434950138e+02,5.569701335429356703e+01,5.784825407074331016e-01
6.374980754426482008e+02,5.601112548399224522e+01,5.804313148043779291e-01
6.389376443418013878e+02,5.632789255652706828e+01,5.823987580837814981e-01
6.403772132409545748e+02,5.664287806839258366e+01,5.843389768052150712e-01
6.418167821401077617e+02,5.695829940023812554e+01,5.862749777830816855e-01
6.432563510392609487e+02,5.727634921899480247e+01,5.882293080699301235e-01
6.446959199384141357e+02,5.759705320919557892e+01,5.902021080725684543e-01
6.461354888375673227e+02,5.791163113084407144e+01,5.921034828983968712e-01
6.475750577367205096e+02,5.822844114262446880e+01,5.940191748895898849e-01
6.490146266358736966e+02,5.854783972001379055e+01,5.959527173050375159e-01
6.504541955350268836e+02,5.886802519014534596e+01,5.978856931625587956e-01
6.518937644341801843e+02,5.918446258969300544e+01,5.997721491419699680e-01
6.533333333333333712e+02,5.950343783118547947e+01,6.016759534898781236e-01
6.547729022324865582e+02,5.982497487321155916e+01,6.035972335085290075e-01
6.562124711316397452e+02,6.014443461635778476e+01,6.054891712037472340e-01
6.576520400307929322e+02,6.046079256395301371e+01,6.073416679729085610e-01
6.590916089299461191e+02,6.077962903368279513e+01,6.092109153100465635e-01
6.605311778290993061e+02,6.110096694130156436e+01,6.110970328863559731e-01
6.619707467282524931e+02,6.141820433441488802e+01,6.129340252678991963e-01
6.634103156274056801e+02,6.173434087888328037e+01,6.147520829990266167e-01
6.648498845265588670e+02,6.205289675938144001e+01,6.165863072591881711e-01
6.662894534257120540e+02,6.237389388414035096e+01,6.184368104813358080e-01
6.677290223248652410e+02,6.268495671108269818e+01,6.201810484848964133e-01
6.691685912240184280e+02,6.299557414728076310e+01,6.219133847539098925e-01
6.706081601231716149e+02,6.330847811171191353e+01,6.236608084571839683e-01
6.720477290223248019e+02,6.362368863061550428e+01,6.254234194987311479e-01
6.734872979214781026e+02,6.392717850915641975e+01,6.270635273340179339e-01
6.749268668206312896e+02,6.423213777060726670e+01,6.287110211895855505e-01
6.763664357197844765e+02,6.453925523630405792e+01,6.303725818111680645e-01
6.778060046189376635e+02,6.484779227556877856e+01,6.320409204853079110e-01
6.792455735180908505e+02,6.514578756131520265e+01,6.335996597677274744e-01
6.806851424172440375e+02,6.544581187185956139e+01,6.351714982526274200e-01
6.821247113163972244e+02,6.574788186159133829e+01,6.367565143003867112e-01
6.835642802155504114e+02,6.605050288775831291e+01,6.383401797922972909e-01
6.850038491147035984e+02,6.634466306130838120e+01,6.398355915444919884e-01
6.864434180138567854e+02,6.664075916518216047e+01,6.413433622982007698e-01
6.878829869130099723e+02,6.693880665226380700e+01,6.428635628660628321e-01
6.893225558121631593e+02,6.723724800270780122e+01,6.443811885803762962e-01
6.907621247113163463e+02,6.752954438298158379e+01,6.458337199599581968e-01
6.922016936104695333e+02,6.782371283480109980e+01,6.472980764280520383e-01
6.936412625096228339e+02,6.811976797065068467e+01,6.487743235296717925e-01
6.950808314087760209e+02,6.841621721966257041e+01,6.502482015452435427e-01
6.965204003079292079e+02,6.870701414122810036e+01,6.516623767563661795e-01
6.979599692070823949e+02,6.899962618659330360e+01,6.530878987036016214e-01
6.993995381062355818e+02,6.929406722816983688e+01,6.545248283556495128e-01
7.008391070053887688e+02,6.958987449315910112e+01,6.559687332226854517e-01
7.022786759045419558e+02,6.988453391380085122e+01,6.573959208585951064e-01
7.037182448036951428e+02,7.018102059762230738e+01,6.588344231064782175e-01
7.051578137028483297e+02,7.047934841487878543e+01,6.602843006137094628e-01
7.065973826020015167e+02,7.077905900698380037e+01,6.617411984806700342e-01
7.080369515011547037e+02,7.107476212442318797e+01,6.631547807917295145e-01
7.094765204003078907e+02,7.137226903250214605e+01,6.645794225313162995e-01
7.109160892994610776e+02,7.167159323120799286e+01,6.660151819650229621e-01
7.123556581986142646e+02,7.197274832840604120e+01,6.674621178878974437e-01
7.137952270977674516e+02,7.227110975940821902e+01,6.688773618048134972e-01
7.152347959969207523e+02,7.257116683036312565e+01,6.703025704910183791e-01
7.166743648960739392e+02,7.287303677375227551e+01,6.717387645395878071e-01
7.181139337952271262e+02,7.317673302822443304e+01,6.731860015132525854e-01
7.195535026943803132e+02,7.347611391838742634e+01,6.745878281083137473e-01
7.209930715935335002e+02,7.377615229972376198e+01,6.759900812029201456e-01
7.224326404926866871e+02,7.407796779969197587e+01,6.774029966357101307e-01
7.238722093918398741e+02,7.438157337559715643e+01,6.788266290458394581e-01
7.253117782909930611e+02,7.468136434671008317e+01,6.802098662888206304e-01
7.267513471901462481e+02,7.498025835284992979e+01,6.815794701053197180e-01
7.281909160892994350e+02,7.528088122781853997e+01,6.829593433060853203e-01
7.296304849884526220e+02,7.558324533710131732e+01,6.843495370664821609e-01
7.310700538876058090e+02,7.588348128155169547e+01,6.857150249023680200e-01
7.325096227867589960e+02,7.618121943726987411e+01,6.870526189613614942e-01
7.339491916859121829e+02,7.648063956178748413e+01,6.884001052571896428e-01
7.353887605850653699e+02,7.678175345865010115e+01,6.897575317312667487e-01
7.368283294842186706e+02,7.708263259082325192e+01,6.911075492427107836e-01
7.382678983833718576e+02,7.737919988282274630e+01,6.924137181627655346e-01
7.397074672825250445e+02,7.767740348911677017e+01,6.937294168922234494e-01
7.411470361816782315e+02,7.797725467890023765e+01,6.950546903489426276e-01
7.425866050808314185e+02,7.827876480303622486e+01,6.963895838290146134e-01
7.440261739799846055e+02,7.857428049008935034e+01,6.976660867160425772e-01
7.454657428791377924e+02,7.887118730605830308e+01,6.989499875638676141e-01
7.469053117782909794e+02,7.916969597275434012e+01,7.002431073966969288e-01
7.483448806774441664e+02,7.946981732013799160e+01,7.015454886166405668e-01
7.497844495765973534e+02,7.976640301095277152e+01,7.028117165285059365e-01
7.512240184757505403e+02,8.006198494001721144e+01,7.040642644305524778e-01
7.526635873749037273e+02,8.035912401798927363e+01,7.053256883653438170e-01
7.541031562740569143e+02,8.065783057775470866e+01,7.065960280206977639e-01
7.555427251732101013e+02,8.095563822548946575e+01,7.078536669699334594e-01
7.569822940723634019e+02,8.124984420332054924e+01,7.090750904485387807e-01
7.584218629715165889e+02,8.154556336138018935e+01,7.103050577338408944e-01
7.598614318706697759e+02,8.184280555571170623e+01,7.115436059554413051e-01
7.613010007698229629e+02,8.214158070906789533e+01,7.127907725409807771e-01
7.627405696689761498e+02,8.243503908259836521e+01,7.139871816661329529e-01
7.641801385681293368e+02,8.272958707062505823e+01,7.151885027820827911e-01
7.656197074672825238e+02,8.302561763771224435e+01,7.163980989307222602e-01
7.670592763664357108e+02,8.332314027267945278e+01,7.176160052438004255e-01
7.684988452655888977e+02,8.361827476497667533e+01,7.188088195185659002e-01
7.699384141647420847e+02,8.391143162086832774e+01,7.199802047424278539e-01
7.713779830638952717e+02,8.420602934658987238e+01,7.211595577537252000e-01
7.728175519630484587e+02,8.450207699786832904e+01,7.223469114372130795e-01
7.742571208622016457e+02,8.479906508122729747e+01,7.235378739740598864e-01
7.756966897613548326e+02,8.509147049608333191e+01,7.246853875340031337e-01
7.771362586605080196e+02,8.538528302425204686e+01,7.258406113266663295e-01
7.785758275596613203e+02,8.568051136618294095e+01,7.270035764076825391e-01
7.800153964588145072e+02,8.597716427752547474e+01,7.281743140709338036e-01
7.814549653579676942e+02,8.627103361697807316e+01,7.293172066181713431e-01
7.828945342571208812e+02,8.656335658269777866e+01,7.304428474340042277e-01
7.843341031562740682e+02,8.685705474480194255e+01,7.315759391876768269e-01
7.857736720554272551e+02,8.715213645578920421e+01,7.327165111501252603e-01
7.872132409545804421e+02,8.744820148431286100e+01,7.338611635619044504e-01
7.886528098537336291e+02,8.773959192465703438e+01,7.349624798708589424e-01
7.900923787528868161e+02,8.803232379897174553e+01,7.360709991541126707e-01
7.915319476520400030e+02,8.832640512223601093e+01,7.371867490055893368e-01
7.929715165511931900e+02,8.862184395813706317e+01,7.383097572246231088e-01
7.944110854503463770e+02,8.891510753701822978e+01,7.394106061347661685e-01
7.958506543494995640e+02,8.920613274058030129e+01,7.404888920470857894e-01
7.972902232486527510e+02,8.949846661212615118e+01,7.415741275771464691e-01
7.987297921478060516e+02,8.979211683048164616e+01,7.426663386597892602e-01
8.001693610469592386e+02,9.008709112008641284e+01,7.437655514198105999e-01
8.016089299461124256e+02,9.037747665193155910e+01,7.448229990581548554e-01
8.030484988452656125e+02,9.066845274905705310e+01,7.458815137405098161e-01
8.044880677444187995e+02,9.096070903453733081e+01,7.469467527521201911e-01
8.059276366435719865e+02,9.125425289349142588e+01,7.480187405959085600e-01
8.073672055427251735e+02,9.154733377164262720e+01,7.490831173174135049e-01
8.088067744418783604e+02,9.183654124944894193e+01,7.501120675770281965e-01
8.102463433410315474e+02,9.212698961055320979e+01,7.511474789622787362e-01
8.116859122401847344e+02,9.241868588557800024e+01,7.521893743174541402e-01
8.131254811393379214e+02,9.271163714504906750e+01,7.532377766492620585e-01
8.145650500384911084e+02,9.300195599791143763e+01,7.542611240793005711e-01
8.160046189376442953e+02,9.329061710025474952e+01,7.552674398864518412e-01
8.174441878367974823e+02,9.358048769681333567e+01,7.562799859743742914e-01
8.188837567359506693e+02,9.387157451926097451e+01,7.572987837922744436e-01
8.203233256351039699e+02,9.416388433660819146e+01,7.583238549394765160e-01
8.217628945342571569e+02,9.445167734523374747e+01,7.593090234371242531e-01
8.232024634334103439e+02,9.473968353367018835e+01,7.602924571058917724e-01
8.246420323325635309e+02,9.502886781698673246e+01,7.612818950230328952e-01
8.260816012317167178e+02,9.531923663606498565e+01,7.622773573070525943e-01
8.275211701308699048e+02,9.561015082214808558e+01,7.632737099140098902e-01
8.289607390300230918e+02,9.589629525359009676e+01,7.642285902821771559e-01
8.304003079291762788e+02,9.618358065020034076e+01,7.651892368766247676e-01
8.318398768283294658e+02,9.647201314050229826e+01,7.661556684316744859e-01
8.332794457274826527e+02,9.676159888541340592e+01,7.671279038090074165e-01
8.347190146266358397e+02,9.705039769972192687e+01,7.680905576808619850e-01
8.361585835257890267e+02,9.733578425182672333e+01,7.690229375209053364e-01
8.375981524249422137e+02,9.762228140209622040e+01,7.699608718693727871e-01
8.390377213240954006e+02,9.790989501143712914e+01,7.709043782825175661e-01
8.404772902232485876e+02,9.819863097101287508e+01,7.718534744341329912e-01
8.419168591224018883e+02,9.848554229502201451e+01,7.727850075823408105e-01
8.433564280215550752e+02,9.877010710440430330e+01,7.736949796342652563e-01
8.447959969207082622e+02,9.905575252336167580e+01,7.746103007276303742e-01
8.462355658198614492e+02,9.934248415504981722e+01,7.755309873057784076e-01
8.476751347190146362e+02,9.963030763087134289e+01,7.764570559204909683e-01
8.491147036181678232e+02,9.991560337296060368e+01,7.773603182691467550e-01
8.505542725173210101e+02,1.001993714351814191e+02,7.782486575707814325e-01
8.519938414164741971e+02,1.004841912873026502e+02,7.791421503630835410e-01
8.534334103156273841e+02,1.007700682895181927e+02,7.800408120595579975e-01
8.548729792147805711e+02,1.010570078284163884e+02,7.809446581738559434e-01
8.563125481139337580e+02,1.013409426135132350e+02,7.818222843395492561e-01
8.577521170130869450e+02,1.016238485135824732e+02,7.826890403661959095e-01
8.591916859122401320e+02,1.019077776874635504e+02,7.835607597776327315e-01
8.606312548113933190e+02,1.021927352608533113e+02,7.844374570124054147e-01
8.620708237105466196e+02,1.024787263840967881e+02,7.853191466015013722e-01
8.635103926096998066e+02,1.027615335939371590e+02,7.861735380205379098e-01
8.649499615088529936e+02,1.030435659684588359e+02,7.870191674630325762e-01
8.663895304080061806e+02,1.033265938700327951e+02,7.878695776917031823e-01
8.678290993071593675e+02,1.036106222010263167e+02,7.887247822339611414e-01
8.692686682063125545e+02,1.038956558868295161e+02,7.895847947025768088e-01
8.707082371054657415e+02,1.041775361407749614e+02,7.904180376148283171e-01
8.721478060046189285e+02,1.044586250949529642e+02,7.912425359655252954e-01
8.735873749037721154e+02,1.047406820548950463e+02,7.920716372327126775e-01
8.750269438029253024e+02,1.050237117069327724e+02,7.929053540793841170e-01
8.764665127020784894e+02,1.053077187588850450e+02,7.937436992472974850e-01
8.779060816012316764e+02,1.055888320718741085e+02,7.945575195910448141e-01
8.793456505003848633e+02,1.058688864520481019e+02,7.953607198988558169e-01
8.807852193995380503e+02,1.061498813534383174e+02,7.961683489819038062e-01
8.822247882986912373e+02,1.064318212522460811e+02,7.969804186788401745e-01
8.836643571978445380e+02,1.067147106447026772e+02,7.977969409009143531e-01
8.851039260969977249e+02,1.069952499976438247e+02,7.985932668018206337e-01
8.865434949961509119e+02,1.072742538802973939e+02,7.993755646914569857e-01
8.879830638953040989e+02,1.075541714767567782e+02,8.001621237930952590e-01
8.894226327944572859e+02,1.078350070627216866e+02,8.009529551739634767e-01
8.908622016936104728e+02,1.081167649325630293e+02,8.017480699682114631e-01
8.923017705927636598e+02,1.083969955181052285e+02,8.025293117916025842e-01
8.937413394919168468e+02,1.086750727779565153e+02,8.032921201786353826e-01
8.951809083910700338e+02,1.089540387605076290e+02,8.040590337687271161e-01
8.966204772902232207e+02,1.092338975569516890e+02,8.048300629322657773e-01
8.980600461893764077e+02,1.095146532759290778e+02,8.056052181014897728e-01
8.994996150885295947e+02,1.097948283335368984e+02,8.063736275465023251e-01
9.009391839876827817e+02,1.100719733643768308e+02,8.071173633062597164e-01
9.023787528868359686e+02,1.103499827902341366e+02,8.078650542757457309e-01
9.038183217859891556e+02,1.106288605263313229e+02,8.086167101732540941e-01
9.052578906851424563e+02,1.109086105041971564e+02,8.093723407742592357e-01
9.066974595842956433e+02,1.111889084911379229e+02,8.101295647664444877e-01
9.081370284834488302e+02,1.114650130569306441e+02,8.108538829681786186e-01
9.095765973826020172e+02,1.117419574896415639e+02,8.115820083964291332e-01
9.110161662817552042e+02,1.120197455318074589e+02,8.123139501419910369e-01
9.124557351809083912e+02,1.122983809411779674e+02,8.130497173484335649e-01
9.138953040800615781e+02,1.125778674907996049e+02,8.137893192122901409e-01
9.153348729792147651e+02,1.128539410162423735e+02,8.145019618412033813e-01
9.167744418783679521e+02,1.131297914216301734e+02,8.152107586118338967e-01
9.182140107775211391e+02,1.134064611901776374e+02,8.159232279461119397e-01
9.196535796766743260e+02,1.136839539128050234e+02,8.166393783927057282e-01
9.210931485758275130e+02,1.139622731946967207e+02,8.173592185491473927e-01
9.225327174749807000e+02,1.142389407111462418e+02,8.180649838608889945e-01
9.239722863741338870e+02,1.145139527024655592e+02,8.187567132334949704e-01
9.254118552732871876e+02,1.147897625054206969e+02,8.194519858543093394e-01
9.268514241724403746e+02,1.150663735630920570e+02,8.201508097544168985e-01
9.282909930715935616e+02,1.153437893319276526e+02,8.208531930102149765e-01
9.297305619707467486e+02,1.156212014648743320e+02,8.215533753296577757e-01
9.311701308698999355e+02,1.158950307947791600e+02,8.222259742511693892e-01
9.326096997690531225e+02,1.161696342568561420e+02,8.229019803970533120e-01
9.340492686682063095e+02,1.164450151384352523e+02,8.235814012638543735e-01
9.354888375673594965e+02,1.167211767392933552e+02,8.242642443898694493e-01
9.369284064665126834e+02,1.169981223717190346e+02,8.249505173552869053e-01
9.383679753656658704e+02,1.172719268611440668e+02,8.256125705364436573e-01
9.398075442648190574e+02,1.175452895980051267e+02,8.262694902485288040e-01
9.412471131639722444e+02,1.178194062974178564e+02,8.269296923158847568e-01
9.426866820631254313e+02,1.180942801084415095e+02,8.275931837694401327e-01
9.441262509622786183e+02,1.183699141917769282e+02,8.282599716786996913e-01
9.455658198614318053e+02,1.186446424217951403e+02,8.289184004941573258e-01
9.470053887605851060e+02,1.189167404957950822e+02,8.295564796980139377e-01
9.484449576597382929e+02,1.191895695207851134e+02,8.301977132563185258e-01
9.498845265588914799e+02,1.194631325012134226e+02,8.308421077229442009e-01
9.513240954580446669e+02,1.197374324523541844e+02,8.314896696872726700e-01
9.527636643571978539e+02,1.200124724003621992e+02,8.321404057743054805e-01
9.542032332563510408e+02,1.202840479656339738e+02,8.327651933442915544e-01
9.556428021555042278e+02,1.205555958257914426e+02,8.333879070467318240e-01
9.570823710546574148e+02,1.208278551466473374e+02,8.340136583279573745e-01
9.585219399538106018e+02,1.211008288050642392e+02,8.346424533295904169e-01
9.599615088529637887e+02,1.213745196880229571e+02,8.352742982260439319e-01
9.614010777521169757e+02,1.216473587920642956e+02,8.358983979280437682e-01
9.628406466512701627e+02,1.219176206993306408e+02,8.365029487136868003e-01
9.642802155504233497e+02,1.221885721246797800e+02,8.371104183066014892e-01
9.657197844495765366e+02,1.224602158127664069e+02,8.377208124293792357e-01
9.671593533487298373e+02,1.227325545176519626e+02,8.383341368347938527e-01
9.685989222478830243e+02,1.230055910028509487e+02,8.389503973058926034e-01
9.700384911470362113e+02,1.232757932122178488e+02,8.395455263978269800e-01
9.714780600461893982e+02,1.235455012723682557e+02,8.401355314059522073e-01
9.729176289453425852e+02,1.238158805628395669e+02,8.407283481770477795e-01
9.743571978444957722e+02,1.240869337131639298e+02,8.413239820768909638e-01
9.757967667436489592e+02,1.243586633616715318e+02,8.419224384991585985e-01
9.772363356428021461e+02,1.246304459701534313e+02,8.425194897635371882e-01
9.786759045419553331e+02,1.248988016993931751e+02,8.430916524666893785e-01
9.801154734411085201e+02,1.251678073685199593e+02,8.436665151926729944e-01
9.815550423402617071e+02,1.254374654843422547e+02,8.442440829335795538e-01
9.829946112394148940e+02,1.257077785618369461e+02,8.448243607071531658e-01
9.844341801385680810e+02,1.259787491241876580e+02,8.454073535568614739e-01
9.858737490377212680e+02,1.262481521078953364e+02,8.459781396276360166e-01
9.873133179368744550e+02,1.265156482474175874e+02,8.465345022395626140e-01
9.887528868360277556e+02,1.267837749894421506e+02,8.470934580950706394e-01
9.901924557351809426e+02,1.270525347266295597e+02,8.476550118468624273e-01
9.916320246343341296e+02,1.273219298592349702e+02,8.482191681712167863e-01
9.930715935334873166e+02,1.275919627951436865e+02,8.487859317680567228e-01
9.945111624326405035e+02,1.278592080482611095e+02,8.493325367804273052e-01
9.959507313317936905e+02,1.281259469297223177e+02,8.498742028215211519e-01
9.973903002309468775e+02,1.283932984093749781e+02,8.504183628205358447e-01
9.988298691301000645e+02,1.286612647748774521e+02,8.509650211247428153e-01
1.000269438029253251e+03,1.289298483209675226e+02,8.515141821031436686e-01
1.001709006928406438e+03,1.291990513494951358e+02,8.520658501465289136e-01
1.003148575827559625e+03,1.294643272308458108e+02,8.525900725358569465e-01
1.004588144726712812e+03,1.297301620333374217e+02,8.531164680224682106e-01
1.006027713625865999e+03,1.299965909620425748e+02,8.536452584578650971e-01
1.007467282525019186e+03,1.302636162002025060e+02,8.541764478917772685e-01
1.008906851424172373e+03,1.305312399376386168e+02,8.547100403939063007e-01
1.010346420323325674e+03,1.307985586026484270e+02,8.552401175938735278e-01
1.011785989222478861e+03,1.310624350529469382e+02,8.557462111471924038e-01
1.013225558121632048e+03,1.313268823403871863e+02,8.562545884795976781e-01
1.014665127020785235e+03,1.315919025283336623e+02,8.567652533047697139e-01
1.016104695919938422e+03,1.318574976861746393e+02,8.572782093545087134e-01
1.017544264819091609e+03,1.321236698893490029e+02,8.577934603787776835e-01
1.018983833718244796e+03,1.323886148604156858e+02,8.582992991944059513e-01
1.020423402617397983e+03,1.326503850643678390e+02,8.587831572277500047e-01
1.021862971516551170e+03,1.329127006419040242e+02,8.592691777659898777e-01
1.023302540415704357e+03,1.331755635275205236e+02,8.597573641713314174e-01
1.024742109314857544e+03,1.334389756611572579e+02,8.602477198221811783e-01
1.026181678214010844e+03,1.337029389882214048e+02,8.607402481131848360e-01
1.027621247113163918e+03,1.339659803704295484e+02,8.612254695673748905e-01
1.029060816012316991e+03,1.342275217297597010e+02,8.616997037653008062e-01
1.030500384911470519e+03,1.344895963963051315e+02,8.621760318765671061e-01
1.031939953810623592e+03,1.347522062361474866e+02,8.626544570843206472e-01
1.033379522709776666e+03,1.350153531205113495e+02,8.631349825868487313e-01
1.034819091608929966e+03,1.352790389257864661e+02,8.636176115976147427e-01
1.036258660508083267e+03,1.355417826528553462e+02,8.640928938273821913e-01
1.037698229407236340e+03,1.358033410684823821e+02,8.645593113661853568e-01
1.039137798306389413e+03,1.360654226891398650e+02,8.650277628470934843e-01
1.040577367205542714e+03,1.363280293221936290e+02,8.654982513029637614e-01
1.042016936104696015e+03,1.365911627798992072e+02,8.659707797808930962e-01
1.043456505003849088e+03,1.368548248794222957e+02,8.664453513422509801e-01
1.044896073903002161e+03,1.371174932358038916e+02,8.669123324083168880e-01
1.046335642802155462e+03,1.373788793355809332e+02,8.673699327191963793e-01
1.047775211701308763e+03,1.376407775615273295e+02,8.678295045811459385e-01
1.049214780600461836e+03,1.379031896594984516e+02,8.682910508715722120e-01
1.050654349499614909e+03,1.381661173799791982e+02,8.687545744812205095e-01
1.052093918398768437e+03,1.384295624781032927e+02,8.692200783142050025e-01
1.053533487297921511e+03,1.386922482544428021e+02,8.696795486190490587e-01
1.054973056197074584e+03,1.389535477189413086e+02,8.701290838743834799e-01
1.056412625096227885e+03,1.392153490823914979e+02,8.705805325857653987e-01
1.057852193995380958e+03,1.394776540339027235e+02,8.710338974899038966e-01
1.059291762894534259e+03,1.397404642669784494e+02,8.714891813360347017e-01
1.060731331793687332e+03,1.400037814795338988e+02,8.719463868859470557e-01
1.062170900692840632e+03,1.402664588260851133e+02,8.723983734296264503e-01
1.063610469591993933e+03,1.405269122841732212e+02,8.728353235393939702e-01
1.065050038491147006e+03,1.407878527983463357e+02,8.732741135417897427e-01
1.066489607390300307e+03,1.410492819837691911e+02,8.737147459912074643e-01
1.067929176289453380e+03,1.413112014596997881e+02,8.741572234535904817e-01
1.069368745188606681e+03,1.415736128495065316e+02,8.746015485064568828e-01
1.070808314087759754e+03,1.418359875335922879e+02,8.750444524268653490e-01
1.072247882986913055e+03,1.420955857122588100e+02,8.754690606826931454e-01
1.073687451886066128e+03,1.423556564594236136e+02,8.758954379849035465e-01
1.075127020785219429e+03,1.426162013194912959e+02,8.763235867171583759e-01
1.076566589684372502e+03,1.428772218406791410e+02,8.767535092737671620e-01
1.078006158583525803e+03,1.431387195750329795e+02,8.771852080597116741e-01
1.079445727482678876e+03,1.434006960784419391e+02,8.776186854906656842e-01
1.080885296381832177e+03,1.436595921852210722e+02,8.780321812170630569e-01
1.082324865280985250e+03,1.439186848092053879e+02,8.784457764808890623e-01
1.083764434180138551e+03,1.441782367094303652e+02,8.788610725744394614e-01
1.085204003079291851e+03,1.444382493637246796e+02,8.792780717254342626e-01
1.086643571978444925e+03,1.446987242534730456e+02,8.796967761714066247e-01
1.088083140877598225e+03,1.449596628636297453e+02,8.801171881597218416e-01
1.089522709776751299e+03,1.452185070976807992e+02,8.805237900557034703e-01
1.090962278675904599e+03,1.454765441344062253e+02,8.809244309616783841e-01
1.092401847575057673e+03,1.457350255384724278e+02,8.813267032308162996e-01
1.093841416474210973e+03,1.459939527187772512e+02,8.817306089312056949e-01
1.095280985373364047e+03,1.462533270875140943e+02,8.821361501399399563e-01
1.096720554272517347e+03,1.465131500601847563e+02,8.825433289431353634e-01
1.098160123171670421e+03,1.467721218406722983e+02,8.829443196528155013e-01
1.099599692070823721e+03,1.470292023289916585e+02,8.833328977833931894e-01
1.101039260969976795e+03,1.472867132895555642e+02,8.837230426518892790e-01
1.102478829869130095e+03,1.475446560677771970e+02,8.841147561829322266e-01
1.103918398768283168e+03,1.478030320121317231e+02,8.845080403094367494e-01
1.105357967667436469e+03,1.480618424741683441e+02,8.849028969726183691e-01
1.106797536566589770e+03,1.483210888085216652e+02,8.852993281220106203e-01
1.108237105465742843e+03,1.485771973514564479e+02,8.856760248356272403e-01
1.109676674364896144e+03,1.488336986936888593e+02,8.860540826403537906e-01
1.111116243264049217e+03,1.490906180305718749e+02,8.864336460474465662e-01
1.112555812163202518e+03,1.493479566488904879e+02,8.868147168532886093e-01
1.113995381062355591e+03,1.496057158382820660e+02,8.871972968618924149e-01
1.115434949961508892e+03,1.498638968912471228e+02,8.875813878849145855e-01
1.116874518860661965e+03,1.501205300196719463e+02,8.879553328826561565e-01
1.118314087759815266e+03,1.503761140221850212e+02,8.883221176077644721e-01
1.119753656658968339e+03,1.506321031137963757e+02,8.886903491677190514e-01
1.121193225558121640e+03,1.508884985243527694e+02,8.890600292359395196e-01
1.122632794457274713e+03,1.511453014863540147e+02,8.894311594928752118e-01
1.124072363356428014e+03,1.514025132349631804e+02,8.898037416260187182e-01
