# hist bins, noise, noise 2x2 cl, noise 3x3 cl
-1.410000000000000000e+02,1.110000000000000000e+02,4.600000000000000000e+01,1.600000000000000000e+01
-1.400000000000000000e+02,1.210000000000000000e+02,4.000000000000000000e+01,1.500000000000000000e+01
-1.390000000000000000e+02,1.070000000000000000e+02,2.800000000000000000e+01,2.200000000000000000e+01
-1.380000000000000000e+02,1.340000000000000000e+02,5.000000000000000000e+01,1.300000000000000000e+01
-1.370000000000000000e+02,1.330000000000000000e+02,5.200000000000000000e+01,1.700000000000000000e+01
-1.360000000000000000e+02,1.430000000000000000e+02,4.700000000000000000e+01,1.200000000000000000e+01
-1.350000000000000000e+02,1.590000000000000000e+02,5.100000000000000000e+01,2.300000000000000000e+01
-1.340000000000000000e+02,1.890000000000000000e+02,7.000000000000000000e+01,2.600000000000000000e+01
-1.330000000000000000e+02,1.990000000000000000e+02,4.400000000000000000e+01,1.500000000000000000e+01
-1.320000000000000000e+02,2.110000000000000000e+02,4.800000000000000000e+01,2.100000000000000000e+01
-1.310000000000000000e+02,2.060000000000000000e+02,4.500000000000000000e+01,1.600000000000000000e+01
-1.300000000000000000e+02,2.470000000000000000e+02,5.100000000000000000e+01,2.000000000000000000e+01
-1.290000000000000000e+02,2.750000000000000000e+02,4.200000000000000000e+01,1.700000000000000000e+01
-1.280000000000000000e+02,3.340000000000000000e+02,6.600000000000000000e+01,2.300000000000000000e+01
-1.270000000000000000e+02,3.320000000000000000e+02,7.300000000000000000e+01,2.400000000000000000e+01
-1.260000000000000000e+02,3.570000000000000000e+02,4.900000000000000000e+01,2.100000000000000000e+01
-1.250000000000000000e+02,3.700000000000000000e+02,4.700000000000000000e+01,2.700000000000000000e+01
-1.240000000000000000e+02,4.790000000000000000e+02,5.000000000000000000e+01,2.600000000000000000e+01
-1.230000000000000000e+02,5.180000000000000000e+02,4.800000000000000000e+01,1.700000000000000000e+01
-1.220000000000000000e+02,5.370000000000000000e+02,5.000000000000000000e+01,1.800000000000000000e+01
-1.210000000000000000e+02,5.850000000000000000e+02,6.400000000000000000e+01,1.600000000000000000e+01
-1.200000000000000000e+02,6.630000000000000000e+02,5.500000000000000000e+01,1.500000000000000000e+01
-1.190000000000000000e+02,7.350000000000000000e+02,6.600000000000000000e+01,1.900000000000000000e+01
-1.180000000000000000e+02,9.280000000000000000e+02,4.300000000000000000e+01,1.700000000000000000e+01
-1.170000000000000000e+02,9.510000000000000000e+02,6.000000000000000000e+01,2.600000000000000000e+01
-1.160000000000000000e+02,1.100000000000000000e+03,6.600000000000000000e+01,1.800000000000000000e+01
-1.150000000000000000e+02,1.212000000000000000e+03,5.300000000000000000e+01,2.600000000000000000e+01
-1.140000000000000000e+02,1.348000000000000000e+03,5.800000000000000000e+01,1.800000000000000000e+01
-1.130000000000000000e+02,1.466000000000000000e+03,6.600000000000000000e+01,2.100000000000000000e+01
-1.120000000000000000e+02,1.686000000000000000e+03,6.500000000000000000e+01,3.000000000000000000e+01
-1.110000000000000000e+02,1.878000000000000000e+03,6.800000000000000000e+01,2.000000000000000000e+01
-1.100000000000000000e+02,2.160000000000000000e+03,6.200000000000000000e+01,2.600000000000000000e+01
-1.090000000000000000e+02,2.416000000000000000e+03,6.900000000000000000e+01,1.900000000000000000e+01
-1.080000000000000000e+02,2.602000000000000000e+03,5.100000000000000000e+01,2.100000000000000000e+01
-1.070000000000000000e+02,3.039000000000000000e+03,7.200000000000000000e+01,2.200000000000000000e+01
-1.060000000000000000e+02,3.418000000000000000e+03,7.500000000000000000e+01,2.300000000000000000e+01
-1.050000000000000000e+02,3.845000000000000000e+03,5.900000000000000000e+01,1.800000000000000000e+01
-1.040000000000000000e+02,4.261000000000000000e+03,6.900000000000000000e+01,3.000000000000000000e+01
-1.030000000000000000e+02,4.651000000000000000e+03,5.700000000000000000e+01,1.800000000000000000e+01
-1.020000000000000000e+02,5.270000000000000000e+03,6.800000000000000000e+01,2.800000000000000000e+01
-1.010000000000000000e+02,5.738000000000000000e+03,6.600000000000000000e+01,2.500000000000000000e+01
-1.000000000000000000e+02,6.545000000000000000e+03,6.500000000000000000e+01,2.100000000000000000e+01
-9.900000000000000000e+01,7.396000000000000000e+03,7.000000000000000000e+01,2.300000000000000000e+01
-9.800000000000000000e+01,8.218000000000000000e+03,7.200000000000000000e+01,4.100000000000000000e+01
-9.700000000000000000e+01,9.270000000000000000e+03,7.000000000000000000e+01,2.500000000000000000e+01
-9.600000000000000000e+01,1.025500000000000000e+04,7.300000000000000000e+01,1.900000000000000000e+01
-9.500000000000000000e+01,1.149200000000000000e+04,7.100000000000000000e+01,2.300000000000000000e+01
-9.400000000000000000e+01,1.292600000000000000e+04,6.600000000000000000e+01,1.600000000000000000e+01
-9.300000000000000000e+01,1.446100000000000000e+04,6.200000000000000000e+01,2.000000000000000000e+01
-9.200000000000000000e+01,1.610700000000000000e+04,7.400000000000000000e+01,2.300000000000000000e+01
-9.100000000000000000e+01,1.780100000000000000e+04,7.800000000000000000e+01,2.300000000000000000e+01
-9.000000000000000000e+01,2.013800000000000000e+04,7.900000000000000000e+01,2.700000000000000000e+01
-8.900000000000000000e+01,2.226900000000000000e+04,7.100000000000000000e+01,2.500000000000000000e+01
-8.800000000000000000e+01,2.514100000000000000e+04,8.400000000000000000e+01,2.200000000000000000e+01
-8.700000000000000000e+01,2.784000000000000000e+04,8.300000000000000000e+01,2.800000000000000000e+01
-8.600000000000000000e+01,3.108500000000000000e+04,9.200000000000000000e+01,2.600000000000000000e+01
-8.500000000000000000e+01,3.484200000000000000e+04,7.800000000000000000e+01,2.000000000000000000e+01
-8.400000000000000000e+01,3.876400000000000000e+04,8.300000000000000000e+01,2.500000000000000000e+01
-8.300000000000000000e+01,4.300900000000000000e+04,8.000000000000000000e+01,3.000000000000000000e+01
-8.200000000000000000e+01,4.816100000000000000e+04,9.300000000000000000e+01,2.500000000000000000e+01
-8.100000000000000000e+01,5.312500000000000000e+04,8.400000000000000000e+01,3.800000000000000000e+01
-8.000000000000000000e+01,5.977600000000000000e+04,9.700000000000000000e+01,3.300000000000000000e+01
-7.900000000000000000e+01,6.652800000000000000e+04,1.100000000000000000e+02,5.400000000000000000e+01
-7.800000000000000000e+01,7.417800000000000000e+04,1.020000000000000000e+02,3.300000000000000000e+01
-7.700000000000000000e+01,8.253400000000000000e+04,1.070000000000000000e+02,4.400000000000000000e+01
-7.600000000000000000e+01,9.194000000000000000e+04,1.100000000000000000e+02,4.800000000000000000e+01
-7.500000000000000000e+01,1.032100000000000000e+05,1.090000000000000000e+02,4.500000000000000000e+01
-7.400000000000000000e+01,1.143060000000000000e+05,1.200000000000000000e+02,4.100000000000000000e+01
-7.300000000000000000e+01,1.286300000000000000e+05,1.430000000000000000e+02,6.100000000000000000e+01
-7.200000000000000000e+01,1.430940000000000000e+05,1.800000000000000000e+02,5.700000000000000000e+01
-7.100000000000000000e+01,1.586820000000000000e+05,1.850000000000000000e+02,6.400000000000000000e+01
-7.000000000000000000e+01,1.776900000000000000e+05,1.810000000000000000e+02,5.000000000000000000e+01
-6.900000000000000000e+01,1.988340000000000000e+05,2.030000000000000000e+02,5.700000000000000000e+01
-6.800000000000000000e+01,2.227120000000000000e+05,2.210000000000000000e+02,6.000000000000000000e+01
-6.700000000000000000e+01,2.488260000000000000e+05,2.590000000000000000e+02,8.200000000000000000e+01
-6.600000000000000000e+01,2.785520000000000000e+05,2.910000000000000000e+02,8.400000000000000000e+01
-6.500000000000000000e+01,3.110030000000000000e+05,3.050000000000000000e+02,1.000000000000000000e+02
-6.400000000000000000e+01,3.479720000000000000e+05,3.350000000000000000e+02,9.700000000000000000e+01
-6.300000000000000000e+01,3.901150000000000000e+05,3.520000000000000000e+02,1.060000000000000000e+02
-6.200000000000000000e+01,4.376740000000000000e+05,3.990000000000000000e+02,1.080000000000000000e+02
-6.100000000000000000e+01,4.888530000000000000e+05,4.530000000000000000e+02,1.150000000000000000e+02
-6.000000000000000000e+01,5.461120000000000000e+05,4.900000000000000000e+02,1.260000000000000000e+02
-5.900000000000000000e+01,6.121150000000000000e+05,5.200000000000000000e+02,1.400000000000000000e+02
-5.800000000000000000e+01,6.829070000000000000e+05,5.700000000000000000e+02,1.710000000000000000e+02
-5.700000000000000000e+01,7.641310000000000000e+05,6.990000000000000000e+02,1.560000000000000000e+02
-5.600000000000000000e+01,8.555160000000000000e+05,7.890000000000000000e+02,1.760000000000000000e+02
-5.500000000000000000e+01,9.531970000000000000e+05,8.710000000000000000e+02,2.110000000000000000e+02
-5.400000000000000000e+01,1.066727000000000000e+06,9.960000000000000000e+02,2.140000000000000000e+02
-5.300000000000000000e+01,1.189701000000000000e+06,1.034000000000000000e+03,2.290000000000000000e+02
-5.200000000000000000e+01,1.325625000000000000e+06,1.274000000000000000e+03,2.210000000000000000e+02
-5.100000000000000000e+01,1.477407000000000000e+06,1.343000000000000000e+03,2.720000000000000000e+02
-5.000000000000000000e+01,1.642513000000000000e+06,1.550000000000000000e+03,3.000000000000000000e+02
-4.900000000000000000e+01,1.832749000000000000e+06,1.759000000000000000e+03,3.250000000000000000e+02
-4.800000000000000000e+01,2.035527000000000000e+06,2.026000000000000000e+03,3.340000000000000000e+02
-4.700000000000000000e+01,2.258817000000000000e+06,2.181000000000000000e+03,3.880000000000000000e+02
-4.600000000000000000e+01,2.500414000000000000e+06,2.501000000000000000e+03,3.650000000000000000e+02
-4.500000000000000000e+01,2.770493000000000000e+06,2.746000000000000000e+03,4.570000000000000000e+02
-4.400000000000000000e+01,3.064238000000000000e+06,3.224000000000000000e+03,4.670000000000000000e+02
-4.300000000000000000e+01,3.381242000000000000e+06,3.558000000000000000e+03,5.380000000000000000e+02
-4.200000000000000000e+01,3.724057000000000000e+06,3.987000000000000000e+03,5.570000000000000000e+02
-4.100000000000000000e+01,4.100905000000000000e+06,4.371000000000000000e+03,5.660000000000000000e+02
-4.000000000000000000e+01,4.504020000000000000e+06,4.838000000000000000e+03,6.710000000000000000e+02
-3.900000000000000000e+01,4.941306000000000000e+06,5.480000000000000000e+03,7.160000000000000000e+02
-3.800000000000000000e+01,5.406361000000000000e+06,6.079000000000000000e+03,7.770000000000000000e+02
-3.700000000000000000e+01,5.910275000000000000e+06,6.788000000000000000e+03,8.360000000000000000e+02
-3.600000000000000000e+01,6.445396000000000000e+06,7.774000000000000000e+03,9.330000000000000000e+02
-3.500000000000000000e+01,7.018308000000000000e+06,8.411000000000000000e+03,9.280000000000000000e+02
-3.400000000000000000e+01,7.626887000000000000e+06,9.448000000000000000e+03,1.044000000000000000e+03
-3.300000000000000000e+01,8.273501000000000000e+06,1.033200000000000000e+04,1.103000000000000000e+03
-3.200000000000000000e+01,8.949058000000000000e+06,1.158300000000000000e+04,1.215000000000000000e+03
-3.100000000000000000e+01,9.659568000000000000e+06,1.297900000000000000e+04,1.325000000000000000e+03
-3.000000000000000000e+01,1.041182800000000000e+07,1.428900000000000000e+04,1.432000000000000000e+03
-2.900000000000000000e+01,1.119022200000000000e+07,1.577900000000000000e+04,1.531000000000000000e+03
-2.800000000000000000e+01,1.201400400000000000e+07,1.744600000000000000e+04,1.612000000000000000e+03
-2.700000000000000000e+01,1.285487700000000000e+07,1.922300000000000000e+04,1.830000000000000000e+03
-2.600000000000000000e+01,1.372906900000000000e+07,2.122900000000000000e+04,1.970000000000000000e+03
-2.500000000000000000e+01,1.461938400000000000e+07,2.335000000000000000e+04,1.987000000000000000e+03
-2.400000000000000000e+01,1.554305300000000000e+07,2.584900000000000000e+04,2.180000000000000000e+03
-2.300000000000000000e+01,1.648882300000000000e+07,2.841100000000000000e+04,2.437000000000000000e+03
-2.200000000000000000e+01,1.743960000000000000e+07,3.109700000000000000e+04,2.546000000000000000e+03
-2.100000000000000000e+01,1.840975100000000000e+07,3.373600000000000000e+04,2.802000000000000000e+03
-2.000000000000000000e+01,1.938033100000000000e+07,3.701800000000000000e+04,3.094000000000000000e+03
-1.900000000000000000e+01,2.035522000000000000e+07,4.059400000000000000e+04,3.222000000000000000e+03
-1.800000000000000000e+01,2.132729300000000000e+07,4.477200000000000000e+04,3.479000000000000000e+03
-1.700000000000000000e+01,2.228885600000000000e+07,4.884600000000000000e+04,3.752000000000000000e+03
-1.600000000000000000e+01,2.322866700000000000e+07,5.267600000000000000e+04,3.879000000000000000e+03
-1.500000000000000000e+01,2.415256900000000000e+07,5.781800000000000000e+04,4.132000000000000000e+03
-1.400000000000000000e+01,2.505652000000000000e+07,6.248600000000000000e+04,4.468000000000000000e+03
-1.300000000000000000e+01,2.592065100000000000e+07,6.762600000000000000e+04,4.810000000000000000e+03
-1.200000000000000000e+01,2.675326100000000000e+07,7.434600000000000000e+04,5.209000000000000000e+03
-1.100000000000000000e+01,2.753371600000000000e+07,7.973200000000000000e+04,5.537000000000000000e+03
-1.000000000000000000e+01,2.826469000000000000e+07,8.670300000000000000e+04,5.894000000000000000e+03
-9.000000000000000000e+00,2.895438200000000000e+07,9.350100000000000000e+04,6.258000000000000000e+03
-8.000000000000000000e+00,2.958274400000000000e+07,1.011520000000000000e+05,6.757000000000000000e+03
-7.000000000000000000e+00,3.013214600000000000e+07,1.083500000000000000e+05,7.213000000000000000e+03
-6.000000000000000000e+00,3.060721400000000000e+07,1.180360000000000000e+05,7.763000000000000000e+03
-5.000000000000000000e+00,3.103843900000000000e+07,1.261350000000000000e+05,8.252000000000000000e+03
-4.000000000000000000e+00,3.138459300000000000e+07,1.357370000000000000e+05,8.739000000000000000e+03
-3.000000000000000000e+00,3.163268300000000000e+07,1.463540000000000000e+05,9.315000000000000000e+03
-2.000000000000000000e+00,3.183114300000000000e+07,1.560710000000000000e+05,9.904000000000000000e+03
-1.000000000000000000e+00,3.190565300000000000e+07,1.676800000000000000e+05,1.028600000000000000e+04
0.000000000000000000e+00,3.194142100000000000e+07,1.496578538000000000e+09,1.561131207000000000e+09
1.000000000000000000e+00,3.184832800000000000e+07,2.038470000000000000e+05,1.255900000000000000e+04
2.000000000000000000e+00,3.169026200000000000e+07,2.193330000000000000e+05,1.343200000000000000e+04
3.000000000000000000e+00,3.146320200000000000e+07,2.321990000000000000e+05,1.399000000000000000e+04
4.000000000000000000e+00,3.116495000000000000e+07,2.477650000000000000e+05,1.520100000000000000e+04
5.000000000000000000e+00,3.075888200000000000e+07,2.616420000000000000e+05,1.579000000000000000e+04
6.000000000000000000e+00,3.029509300000000000e+07,2.786480000000000000e+05,1.681200000000000000e+04
7.000000000000000000e+00,2.977322900000000000e+07,2.940780000000000000e+05,1.798100000000000000e+04
8.000000000000000000e+00,2.917215100000000000e+07,3.131060000000000000e+05,1.855600000000000000e+04
9.000000000000000000e+00,2.851340700000000000e+07,3.301360000000000000e+05,1.972400000000000000e+04
1.000000000000000000e+01,2.778344700000000000e+07,3.484940000000000000e+05,2.071600000000000000e+04
1.100000000000000000e+01,2.701179900000000000e+07,3.684410000000000000e+05,2.214400000000000000e+04
1.200000000000000000e+01,2.620387600000000000e+07,3.874920000000000000e+05,2.361000000000000000e+04
1.300000000000000000e+01,2.535097600000000000e+07,4.060350000000000000e+05,2.477000000000000000e+04
1.400000000000000000e+01,2.446514400000000000e+07,4.283980000000000000e+05,2.572700000000000000e+04
1.500000000000000000e+01,2.355135500000000000e+07,4.487100000000000000e+05,2.685100000000000000e+04
1.600000000000000000e+01,2.261555500000000000e+07,4.709070000000000000e+05,2.853600000000000000e+04
1.700000000000000000e+01,2.164690500000000000e+07,4.924040000000000000e+05,3.032600000000000000e+04
1.800000000000000000e+01,2.068469300000000000e+07,5.179620000000000000e+05,3.166400000000000000e+04
1.900000000000000000e+01,1.971474800000000000e+07,5.405870000000000000e+05,3.324900000000000000e+04
2.000000000000000000e+01,1.874891400000000000e+07,5.641550000000000000e+05,3.473000000000000000e+04
2.100000000000000000e+01,1.777034500000000000e+07,5.874110000000000000e+05,3.674800000000000000e+04
2.200000000000000000e+01,1.682171200000000000e+07,6.100770000000000000e+05,3.826900000000000000e+04
2.300000000000000000e+01,1.587275600000000000e+07,6.356960000000000000e+05,4.018700000000000000e+04
2.400000000000000000e+01,1.495053800000000000e+07,6.601030000000000000e+05,4.211700000000000000e+04
2.500000000000000000e+01,1.404583000000000000e+07,6.846420000000000000e+05,4.443600000000000000e+04
2.600000000000000000e+01,1.315610400000000000e+07,7.087320000000000000e+05,4.646600000000000000e+04
2.700000000000000000e+01,1.231170000000000000e+07,7.328070000000000000e+05,4.865400000000000000e+04
2.800000000000000000e+01,1.148873300000000000e+07,7.587780000000000000e+05,5.034800000000000000e+04
2.900000000000000000e+01,1.069616200000000000e+07,7.833270000000000000e+05,5.252000000000000000e+04
3.000000000000000000e+01,9.932048000000000000e+06,8.080300000000000000e+05,5.526900000000000000e+04
3.100000000000000000e+01,9.209301000000000000e+06,8.344720000000000000e+05,5.751900000000000000e+04
3.200000000000000000e+01,8.522274000000000000e+06,8.580270000000000000e+05,5.982700000000000000e+04
3.300000000000000000e+01,7.864312000000000000e+06,8.832670000000000000e+05,6.231400000000000000e+04
3.400000000000000000e+01,7.245360000000000000e+06,9.049010000000000000e+05,6.498500000000000000e+04
3.500000000000000000e+01,6.660515000000000000e+06,9.295340000000000000e+05,6.769800000000000000e+04
3.600000000000000000e+01,6.113606000000000000e+06,9.520710000000000000e+05,7.032100000000000000e+04
3.700000000000000000e+01,5.597630000000000000e+06,9.762130000000000000e+05,7.351800000000000000e+04
3.800000000000000000e+01,5.118558000000000000e+06,9.978580000000000000e+05,7.613400000000000000e+04
3.900000000000000000e+01,4.673277000000000000e+06,1.019579000000000000e+06,7.911400000000000000e+04
4.000000000000000000e+01,4.259147000000000000e+06,1.039355000000000000e+06,8.246500000000000000e+04
4.100000000000000000e+01,3.869104000000000000e+06,1.059027000000000000e+06,8.508100000000000000e+04
4.200000000000000000e+01,3.512937000000000000e+06,1.077383000000000000e+06,8.825600000000000000e+04
4.300000000000000000e+01,3.189505000000000000e+06,1.098152000000000000e+06,9.105800000000000000e+04
4.400000000000000000e+01,2.883495000000000000e+06,1.113906000000000000e+06,9.453700000000000000e+04
4.500000000000000000e+01,2.606150000000000000e+06,1.129500000000000000e+06,9.801500000000000000e+04
4.600000000000000000e+01,2.354512000000000000e+06,1.145987000000000000e+06,1.016820000000000000e+05
4.700000000000000000e+01,2.123016000000000000e+06,1.160297000000000000e+06,1.049900000000000000e+05
4.800000000000000000e+01,1.914975000000000000e+06,1.174322000000000000e+06,1.092880000000000000e+05
4.900000000000000000e+01,1.720140000000000000e+06,1.186003000000000000e+06,1.118080000000000000e+05
5.000000000000000000e+01,1.544282000000000000e+06,1.197644000000000000e+06,1.158710000000000000e+05
5.100000000000000000e+01,1.388680000000000000e+06,1.210982000000000000e+06,1.194700000000000000e+05
5.200000000000000000e+01,1.245546000000000000e+06,1.218213000000000000e+06,1.233190000000000000e+05
5.300000000000000000e+01,1.117346000000000000e+06,1.226863000000000000e+06,1.267350000000000000e+05
5.400000000000000000e+01,9.996070000000000000e+05,1.234549000000000000e+06,1.304160000000000000e+05
5.500000000000000000e+01,8.950260000000000000e+05,1.238380000000000000e+06,1.345930000000000000e+05
5.600000000000000000e+01,8.025800000000000000e+05,1.245617000000000000e+06,1.381450000000000000e+05
5.700000000000000000e+01,7.158180000000000000e+05,1.247402000000000000e+06,1.423550000000000000e+05
5.800000000000000000e+01,6.413460000000000000e+05,1.250063000000000000e+06,1.452590000000000000e+05
5.900000000000000000e+01,5.749280000000000000e+05,1.250000000000000000e+06,1.496430000000000000e+05
6.000000000000000000e+01,5.120960000000000000e+05,1.252152000000000000e+06,1.544190000000000000e+05
6.100000000000000000e+01,4.577170000000000000e+05,1.248231000000000000e+06,1.581310000000000000e+05
6.200000000000000000e+01,4.094750000000000000e+05,1.245560000000000000e+06,1.626720000000000000e+05
6.300000000000000000e+01,3.674560000000000000e+05,1.242666000000000000e+06,1.659980000000000000e+05
6.400000000000000000e+01,3.258900000000000000e+05,1.237806000000000000e+06,1.698380000000000000e+05
6.500000000000000000e+01,2.922050000000000000e+05,1.231919000000000000e+06,1.742190000000000000e+05
6.600000000000000000e+01,2.604790000000000000e+05,1.225401000000000000e+06,1.789200000000000000e+05
6.700000000000000000e+01,2.329610000000000000e+05,1.219962000000000000e+06,1.830030000000000000e+05
6.800000000000000000e+01,2.081220000000000000e+05,1.206579000000000000e+06,1.864480000000000000e+05
6.900000000000000000e+01,1.857570000000000000e+05,1.198290000000000000e+06,1.910420000000000000e+05
7.000000000000000000e+01,1.669830000000000000e+05,1.190579000000000000e+06,1.955080000000000000e+05
7.100000000000000000e+01,1.495470000000000000e+05,1.176450000000000000e+06,1.991570000000000000e+05
7.200000000000000000e+01,1.330730000000000000e+05,1.165384000000000000e+06,2.036290000000000000e+05
7.300000000000000000e+01,1.193200000000000000e+05,1.149597000000000000e+06,2.073350000000000000e+05
7.400000000000000000e+01,1.068130000000000000e+05,1.135866000000000000e+06,2.118110000000000000e+05
7.500000000000000000e+01,9.620500000000000000e+04,1.120566000000000000e+06,2.152670000000000000e+05
7.600000000000000000e+01,8.623800000000000000e+04,1.103123000000000000e+06,2.191510000000000000e+05
7.700000000000000000e+01,7.697300000000000000e+04,1.089035000000000000e+06,2.232390000000000000e+05
7.800000000000000000e+01,6.853900000000000000e+04,1.071537000000000000e+06,2.269950000000000000e+05
7.900000000000000000e+01,6.151100000000000000e+04,1.053680000000000000e+06,2.314950000000000000e+05
8.000000000000000000e+01,5.515900000000000000e+04,1.036804000000000000e+06,2.343910000000000000e+05
8.100000000000000000e+01,4.938400000000000000e+04,1.017190000000000000e+06,2.385850000000000000e+05
8.200000000000000000e+01,4.385400000000000000e+04,9.979860000000000000e+05,2.422450000000000000e+05
8.300000000000000000e+01,3.994000000000000000e+04,9.774890000000000000e+05,2.470340000000000000e+05
8.400000000000000000e+01,3.563000000000000000e+04,9.574670000000000000e+05,2.493940000000000000e+05
8.500000000000000000e+01,3.170600000000000000e+04,9.359560000000000000e+05,2.532230000000000000e+05
