# hist bins, noise, noise 2x2 cl, noise 3x3 cl
-2.000000000000000000e+02,1.400000000000000000e+01,1.900000000000000000e+01,1.400000000000000000e+01
-1.990000000000000000e+02,1.400000000000000000e+01,1.500000000000000000e+01,2.200000000000000000e+01
-1.980000000000000000e+02,1.000000000000000000e+01,2.200000000000000000e+01,1.300000000000000000e+01
-1.970000000000000000e+02,1.200000000000000000e+01,2.000000000000000000e+01,2.300000000000000000e+01
-1.960000000000000000e+02,1.500000000000000000e+01,2.300000000000000000e+01,1.200000000000000000e+01
-1.950000000000000000e+02,1.400000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01
-1.940000000000000000e+02,1.200000000000000000e+01,2.100000000000000000e+01,1.600000000000000000e+01
-1.930000000000000000e+02,9.000000000000000000e+00,2.200000000000000000e+01,1.800000000000000000e+01
-1.920000000000000000e+02,1.900000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01
-1.910000000000000000e+02,9.000000000000000000e+00,1.800000000000000000e+01,1.300000000000000000e+01
-1.900000000000000000e+02,1.500000000000000000e+01,2.500000000000000000e+01,1.400000000000000000e+01
-1.890000000000000000e+02,1.500000000000000000e+01,2.100000000000000000e+01,1.400000000000000000e+01
-1.880000000000000000e+02,1.600000000000000000e+01,2.300000000000000000e+01,7.000000000000000000e+00
-1.870000000000000000e+02,1.900000000000000000e+01,2.300000000000000000e+01,2.400000000000000000e+01
-1.860000000000000000e+02,1.900000000000000000e+01,2.800000000000000000e+01,1.800000000000000000e+01
-1.850000000000000000e+02,2.200000000000000000e+01,2.300000000000000000e+01,1.200000000000000000e+01
-1.840000000000000000e+02,2.400000000000000000e+01,2.900000000000000000e+01,1.900000000000000000e+01
-1.830000000000000000e+02,1.700000000000000000e+01,1.500000000000000000e+01,1.100000000000000000e+01
-1.820000000000000000e+02,2.200000000000000000e+01,2.400000000000000000e+01,1.600000000000000000e+01
-1.810000000000000000e+02,2.900000000000000000e+01,2.000000000000000000e+01,1.600000000000000000e+01
-1.800000000000000000e+02,2.200000000000000000e+01,2.600000000000000000e+01,1.500000000000000000e+01
-1.790000000000000000e+02,2.500000000000000000e+01,3.100000000000000000e+01,1.300000000000000000e+01
-1.780000000000000000e+02,2.100000000000000000e+01,1.900000000000000000e+01,1.200000000000000000e+01
-1.770000000000000000e+02,2.000000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01
-1.760000000000000000e+02,3.400000000000000000e+01,2.600000000000000000e+01,9.000000000000000000e+00
-1.750000000000000000e+02,2.500000000000000000e+01,2.100000000000000000e+01,1.400000000000000000e+01
-1.740000000000000000e+02,2.700000000000000000e+01,3.000000000000000000e+01,1.900000000000000000e+01
-1.730000000000000000e+02,1.600000000000000000e+01,2.400000000000000000e+01,1.300000000000000000e+01
-1.720000000000000000e+02,3.300000000000000000e+01,3.500000000000000000e+01,9.000000000000000000e+00
-1.710000000000000000e+02,2.500000000000000000e+01,2.700000000000000000e+01,2.000000000000000000e+00
-1.700000000000000000e+02,3.100000000000000000e+01,3.400000000000000000e+01,1.500000000000000000e+01
-1.690000000000000000e+02,1.800000000000000000e+01,2.400000000000000000e+01,1.300000000000000000e+01
-1.680000000000000000e+02,3.200000000000000000e+01,3.900000000000000000e+01,2.200000000000000000e+01
-1.670000000000000000e+02,2.900000000000000000e+01,2.900000000000000000e+01,2.000000000000000000e+01
-1.660000000000000000e+02,4.000000000000000000e+01,3.100000000000000000e+01,1.200000000000000000e+01
-1.650000000000000000e+02,3.200000000000000000e+01,3.400000000000000000e+01,2.500000000000000000e+01
-1.640000000000000000e+02,2.400000000000000000e+01,3.100000000000000000e+01,2.400000000000000000e+01
-1.630000000000000000e+02,4.900000000000000000e+01,3.400000000000000000e+01,1.200000000000000000e+01
-1.620000000000000000e+02,2.700000000000000000e+01,3.100000000000000000e+01,1.400000000000000000e+01
-1.610000000000000000e+02,4.000000000000000000e+01,3.900000000000000000e+01,6.000000000000000000e+00
-1.600000000000000000e+02,3.500000000000000000e+01,4.300000000000000000e+01,1.700000000000000000e+01
-1.590000000000000000e+02,4.100000000000000000e+01,2.900000000000000000e+01,1.400000000000000000e+01
-1.580000000000000000e+02,3.300000000000000000e+01,4.300000000000000000e+01,1.300000000000000000e+01
-1.570000000000000000e+02,3.400000000000000000e+01,4.500000000000000000e+01,1.600000000000000000e+01
-1.560000000000000000e+02,4.000000000000000000e+01,3.200000000000000000e+01,1.600000000000000000e+01
-1.550000000000000000e+02,5.200000000000000000e+01,4.000000000000000000e+01,1.100000000000000000e+01
-1.540000000000000000e+02,5.100000000000000000e+01,4.700000000000000000e+01,2.100000000000000000e+01
-1.530000000000000000e+02,5.900000000000000000e+01,5.000000000000000000e+01,1.100000000000000000e+01
-1.520000000000000000e+02,5.900000000000000000e+01,3.200000000000000000e+01,1.500000000000000000e+01
-1.510000000000000000e+02,6.300000000000000000e+01,3.300000000000000000e+01,1.600000000000000000e+01
-1.500000000000000000e+02,6.400000000000000000e+01,4.700000000000000000e+01,1.400000000000000000e+01
-1.490000000000000000e+02,6.000000000000000000e+01,3.900000000000000000e+01,1.900000000000000000e+01
-1.480000000000000000e+02,6.700000000000000000e+01,4.600000000000000000e+01,1.400000000000000000e+01
-1.470000000000000000e+02,7.800000000000000000e+01,3.600000000000000000e+01,1.600000000000000000e+01
-1.460000000000000000e+02,7.400000000000000000e+01,3.600000000000000000e+01,1.700000000000000000e+01
-1.450000000000000000e+02,7.200000000000000000e+01,3.800000000000000000e+01,1.300000000000000000e+01
-1.440000000000000000e+02,7.600000000000000000e+01,4.700000000000000000e+01,2.600000000000000000e+01
-1.430000000000000000e+02,9.000000000000000000e+01,5.000000000000000000e+01,1.300000000000000000e+01
-1.420000000000000000e+02,1.010000000000000000e+02,3.500000000000000000e+01,1.900000000000000000e+01
